,review
877,"okay difficult hotel people lives dont know, street hotel not nice like picture.the room okey clean tiny nice bathroom walls listen think isn t close main places not walking lost, location problem traveling group maybe wouldn t,  "
878,"facilities decent customer service nil soft boiled egg bread live worm considered breakfast netherlands thinking taken picture camera post, beware arab night clerk nasty temperment no qualms showing fact way wife international, incidents reported management no avail, travelled extensively received far superior treatment world countries,  "
879,"read review 3 good things hotel 1. free internet 2. block away train station 3. staff.besides listed, terrible, water leak damage ceilings gross no ceiling yes said no celing like bathroom metal board like metal planks looking thing try pass celing, distrubing dust black stuff ceiling bathroom repeatedly fall floor, thing try pass celiing scary feels like bathroom watched theres holes/spaces metal boards darkness, use bleach water, smell bathroom smell bleach taking shower bleach, horrible, barely brush teeth wanted vomit smell bleach, use bleach clean bathroom scared use, friends attest statements room not room literally stayed away bathroom unless use, windows room practically pointless opened window street, mannequin modeling window, no carpet room just did not feel comfortable, definately look hotel, observation hotels near train station did not inviting, try book hotel blocks away train station possible,  "
880,"shabby stinky rooms stayed hotel november 2006. booked rooms, room gave extremely stinky, apparently problem bathroom flush did not notice 5 minutes recognized issue gave room higher floor, new room possible breath not rid smoke smell time, just tired complain again.i stay hotel, good points friendly staff located station good travelling train, free internet lobby.bad points old dirty stinky rooms, little personeel clean tables breakfast makes dirty impression hotel worse,  "
881,"hope n't like air conditioning hotel pleasant reasonably priced close sights attractions, checked staff polite efficient, room clean appointed, trouble began ac room non fuctional, complained desk assured repaired, complained hours ignored not offered concession trouble, incidently complained second time couple floor complaining no avail, hotel staff did nothing days room unbearably hot sure room prepaid,  "
882,"worst hotel n't expecting luxury hotel 3 nights piccolo just basic clean hotel reasonable service did n't, bathroom not clean, shower curtain mouldy corners shower cubicle, bathroom no window exhaust fan did n't work nothing clear mouldy smell, reported problem exhaust fan nothing, opened windows room foul smell outside probably gutter just outside windows collected rubbish water, good thing room reasonably spacious mosquitoes, second morning awoke multiple insect bites arms legs think mosquitoes, did n't staff friendly helpful asked questions, morning ones breakfast room, breakfast buffet table laid no coffee tea, waited short time asking reception served coffee tea breakfast, young woman promptly replied no went work, thought bit strange coffee/tea cups stacked breakfast room did n't ask, morning went breakfast room different woman desk, promptly followed breakfast room offered coffee tea brought basket fresh bread croissants did n't previous day, maybe woman important things serve breakfast, stay,  "
883,"disappointing stayed hotel march 20 till27,05, really disappointing, food disgusting, specialty restaurants not special, employees not helpful rarely spoke english, sand not white, purchased upgrade waste money, not nearly good cuba mexico, rippoff, crappy entertainment bad wine, really glad home,  "
884,"not good family vacationed oct 25-04 1 wk, n't vacationed family 1 wk years, shared agent sears travel d.r, not list convinced great option, agent advised resort not affected hurricane open service, went.things gone wrong beach sand not white colour brown sugar buy grocery store, waters disturbed hurricane arrival discovered no watersports available week, water not tropical colour not blue nor green, murkey rough like lake ontario, drinks no international brands unless course consider normandy international brand, no food btwn 5-7 waiting musty lounge chairs til dinner buffet opened, food okay day 3 not adventurer pickings slim, english speaking hard not willingly, excursion booked hotel difficult confirm, end husband son went daughter came right hotel, no thank, husband son return said n't liked, atv excursion 4 hr nothing suggested, topless poolside hotel posts sign says topless poolside, not enforce, ponds lots algae not pretty, end husband arrived home ill doctor visit return food posioning, homebound 1 wk return, investigation indicated not airline resort, kid activities better presented staff work crowd encourage re-cruit, board tucked away buffet entrance fend self, no encouragement staff, nighttime family entertainment not til 10pm late 1st 1/2 hr fench intro blah blah big gap time family dinner 8ish, pools closed 6pm no evening swims probably power failures 2 related storm.we working complaint seeking compensation sears travel far no resolve, letter second resposne no fault actually invite, responses incomplete spend time dwelling miserable vacation, vacation wish happened.all said think just bad week different experience, sadly needed trip turned nightmare, no fond memories, write review confirm experience assist complaint, thx hope travels fabulours,  "
885,"awfull services arrived midnight hotel month baby, asked baby bed times, waiting hours nobody came, tired prefered sleep.the day called times repair tv, arrived afternoon, water leakage bath room sitting toilets woter drops heads, told room mate housekeeper reception, did n't care, laughing, did n't propose change room end stay.at end trip called reception ask lugages, leaving hour, called times, fourth time 40 minutes passed asked leaving tonight tomorrow morning, took lugages finally, doesn'l look like star hotel, working parisian hotel business like no customer.they managment problem, inside infrastructure quiet good food convenient, room g208 tropical 4 11 feb 2005,  "
886,"pay spent week august resort, not planned trip got heck deal toronto, bus ride airport resort takes 1 hr 15 minutes think maybe departure tax pay help improve countries roadways, coach bus comfortable.check sirenis cocatal tropical suites cocatal share large lobby.we previously stayed 4 times iberostar bavaro admit spoiled, sirenis opinion 3 1/2 4 star best feel iberostar true 5 plus star resort imho resort use use work grounds, long ponds line walkway lobby pools beach need painting especially cleaning, really smelled.another disappointing thing no cerveza mini fridge rooms, not important, 7-year-old passes 8:00 pm nice beer deck, ended having buy beer small beach bar, problem weekends 5 6 bus loads santo domingo come weekend packages pools swim bars crazy crowded nuts.plastic cups pool, nothing locals staff better job policing rowdy kids folks.we great room ocean/pool views close beach pools, not nice room 7 days really upset, building n room 106.room service tried charge 95 usd 2 bottles rum got store 8.00, guy kept lowering price got really po told leave, time asked price dollars board far conversion, felt trying advantage.food ok nothing special buffets air-conditioned, specialty restaurants lobby actually small rooms seating 20 directly buffets, 2 pool buffets converted 2 specialty restaurants night, difficult reservations let make time ridiculous weather week bad things asked return big no.feel free e-mail questions link pictures.in closing said spoiled iberostar sirenis.you pay sure heck beat heck summer weather did not upstate new york,  "
887,"poor plumming just short comment, 5 couples serenis tropical week feb 13-20. 5 rooms 4 badly leaking ceiling bath sink clogged week, went desk 5 time let know fixed, gave figured live, figured complete report plumming room end week no funniest thing day gave room hospitality room peoples shower leaving airport, ok,  "
888,"just came home sirenis tropical punta cana, worst resort stayed, moment got bus evident staff extremely disorganized, no direction given arrival room not ready finally told ready walked room walk complete mess dirty towels floor un-made beds clearly not ready, service terrible majority staff rude say not helpful, arrogant felt like bothering everytime asked drink bar drink did come usually not ordered, food average atmosphere restaurants cafeteria style, no entertainment audience interactive style karoke outdoor theatres, definitly not place n't kids felt disney world staff answer basic questions resort activities basically left wonder trying figure 80 percent staff n't speak english n't really try, absolutely not recommend resort maybe kids tolerance poor service no entertainment evenings,  "
889,"avoid hotel, not did ibis try overcharge 30 apparently rate quoted phone wrong n't worth 120 paid, room absolutely tiny suitcases floor no room walk bed, bathroom just ridiculous, no different bathroom boat floor soaking wet seconds turning shower, far worst hotel stayed month long trip overseas 1-2 star motels better,  "
890,"no air conditioning clarendon, not, stayed clarendon night president day weekend, planned stay nights air conditioning not working room unbearably hot miserable left night, received small discount honestly not compensate truly sleepless night, travel fair hotel substandard way, read checked overheard staff member talking phone n't sure continue working clarendon probation ok'ed-we assuming probation officer, did n't make feel real comfortable handing credit card, room warm smelled musty entered immediately turned ac, left couple hours dinner returned warm, called desk said did not ac chiller broken morning suggested open windows turn small fan bedside table, opened window awhile noisy traffic aircraft area, stayed night hot sticky uncomfortable time, morning went desk explained needed leave unable sleep lack ac, admitted cooler broken holiday weekend hard expensive fix, things know clarendon, area phoenix ok stay group not place, hotel rooms concrete block bad stucco finish poor paint job, bathroom literally no bigger 5 5 feet tub area poor quality refinishing job sink not bathroom, carpet really carpet squares closet covered curtain rod loose falling wall, curtains stretched canvas paintings slide windows bedroom not big cover entire window bedroom eery light parking lot night, accidentally touched inside window opened fingers turned black dirt-they dirty inside, honors bar area filled pringles mm 25 condom kit, hotel marked nonsmoking noticed cigarette butts stairwells, breakfast consisted dirty looking coffee pots coffee filled grounds bagels nothing jelly spread types muffins dried looking danish, staff friendly unable simplest directions like nearby highway, truly worst places encountered travels, recommend hesitation homeless 20 somethings truly enjoyed dorm living need make 12 hour international phone loved calls included room, remember not ac,  "
891,"barely 3* sunquest time book vacation company, dishonest brochures toresort reps people handling complaints home, basically advice decide use reduce rating 1.5 2 stars realistic getting.dont expect rep sirenis book overpriced tours 30-50 cheaper guys resort, line 2.5 3* hotel not did pretty accurate job.for say pay true reputable jeweller buy tag watch 50 sale expect watch tag not knock-off right,  "
892,"worst inclusive resort punta cana, resort not worse, teenage friends worst vacation imaginable, rooms major problems, example air conditioner leaked tile floor causes slippery shower head turns sporadically ceiling fan makes noise tv does not come remote service worse rooms, none workers speak english, talking workers like talking wall inclusive deal really not inclusive, drinks disco not free resturants cost 20 person, resturants far worst resort, food inedible waiters extremely stupid, asked bread waiters saidthe bread pointed resturant, food usually prepared day order microwave serve extremly hot plate, beach chairs beach nor pool, wake ridiculously early reserve seats able sit beach pool, buffet near pool atrocious, flys flying food rains goes right straw roof, alcholic beverages cheap brands alcohol called normandy, like known alcohol ask underneath counter, bartenders amatuers dont know cocktails, overall resort mess, need teach workers english stop hiring retards staff, circle isnt zero circle, defintly advise iberostar best vacation possible,  "
893,"horrible, entire experience resort horrible, staff no idea treat accomodate customers, huge language barrier, not speak spanish forget communicating, receive no instruction orientation hotel room key wall leave order electricity room figure, food disgusting hardly edible, buffets theme restaurants, resort extremely remote mind no choice food, pool beach nice raining absolutely nothing, friends able fun just not, no pay return not recommend resort destination,  "
894,"bad gets night hotel- cost 1000.00- bad experience encountered marriott hotel, pleasant management totally ineffective resolving issues brought attention, general manager particularly ill ease hotel avoided guests feedback.despite calls hotel room dvisions manager prior arrival assigned room not way promised guaranteed.food tood english restaurant barely edible, service spot wishes food chef capabilities.every department- room service housekeeping- managed repeatedly provide service lowest standard.an absolute disaster,  "
895,"bathroom disappointment staying like staying upscale college dorm, ambiance basic nod plush, obviously geared long-term business travelers, big concern bathroom, not three-star standard, ventilation nil, worse gap bathroom door frame ludicrously wide offering little privacy terms noise ahem odors, real disappointment,  "
896,"paper walls know bad sneeze people room bless actually happened, hear lightest sounds neighbors n't loud people, ca n't imagine staying biggest lack privacy experienced hotel,  "
897,"not fall trap, not worth 3.5 stars, booked hotel hotwire price ok stay san francisco, hotel rated 3.5 star equivalent hilton, bit apprehensive check mitigated reviews read, hotel clean really expect no means comparible 3.5 star rating hotwire, rooms small twin beds single queen, mentioned reviews accoustics pretty bad, hotel fairly fully booked stayed thankfully quiet neighbours talking hallway heard rooms, beds military style actual cover doubles blanket doubt cleaned guest, ammenities pure minimum not care giving quality stay probably decent choice, not let star rating fool hotel certainly not worth 2.5 star rating,  "
898,"stay, rooms small, bathroom bigger not good location families, no room amenities glasses ice bucket towels, parking not hotel 30.00 24 hour period, staff snotty not helpful, not stay not recommend hotel,  "
899,"worst short trip life stolen hotel room said, going expensive brand hotel does n't mean safety knowing belongings room, stayed particular hotel friend getting married thought safe pr, got ready leave pack belongings favorite dress no, thing desk corporate security said investigated, nobody access room staff hotel, tell dress went, months later hear happened favorite dress, got no compensation troubles fact belongings, not stay, treat case like just image happened belongings, n't worth fact nobody management corporate help problems, disappointed places traveled, doubt stay courtyard marriott thanks troubling experience, n't stay courtyard marriott isle verde carolina pr,  "
900,"worst noise room paper walls felt motivated write couple reviews complained noise argonaut management reply renovations fix problem, hav n't, stayed 25th 2008.the sound level room worst experienced 15 years, travel 120 days year math rooms comparing, not hear tv room clearly make watching law order, went hall realized tv just loud normal volume, later hear guy doors coughing, make room worst room 258 stairs lobby elevator right heads, people slamming stairs door late started early, hear elevator whine, add insult injury water/sewage pipe running ceilling swishes couple minutes heard thought rainning, n't just flown hong kong fallen asleep..this hotel sells rooms based location, clean service friendly slow, nautical theme probably great kids disneyesk, furnishing comparable higher end holiday inn, note management argonaut spend night room, n't pull room inventory not guests,  "
901,"lousy walls lousy internet lousy room service stayed argonaut attend conference, stay argonaut mercy people rooms virtually no acoustic insulation, hear conversations normal levels tv, internet agonizingly slow, not watch streaming media large files forever, notice computers appeared places section macos 10.5 bit unnerving, used room service night actually got recorded message asking leave room number, 20 minutes called got message, just kept redialing got, order soup salad, food arrived 40 minutes later soup lukewarm, decor ok like nautical theme, n't think stay,  "
902,"missed place changed policy cancel booking argonaut changed policy non-smoking property 1st did n't inform, trying charge cancellation fee, likefor people considering argonaut know non smoking reservations guy impossible deal,  "
903,"star hotel, haha boyfriend booked hotel night using expedia, thought fabulous night star hotel, treat really, ha, joke.from moment walked hotel nothing trouble, room requested not possibility got posted expedia towels no bigger face cloth sheets short bed feet touched matress, requested proper bedding questioned no sorry interegated send up.the concierge knew nothing city, managers kept passing buck fault problems fell to'.they gave no compensation troubles oops bag 15 covered nuts, ha ridiculous experience 350 spent tackiest room seen.oh ya n't forget check leapord print old robes, site.a terrible experience just terrible,  "
904,"people comments, just wanted tell ordinary hotel nice location, read comments, rated excellent say location good, terrible rateing bad experiences staff, stayed hotel 2 kids july, requeted 2 beds expedia confirmed said 1-king room available, showed confirmation did not honor, desk not helpful manager, waisting valuable time finally took, course room did not view, mistake expected little compromised bed type no, people read real comments, hotel bad reputation staff,  "
905,"avoid hotel husband travel 5 times yr world say worst hotel stayed in.we given room 15 hotel small small window looked brick wall old fashioned red shag pile carpet looked like hadbeen years stains walls bed linen damp, bathroom disgrace mould tiles no cold running water. tried change room room available foran extra 40 euro happy pay room offering smaller single beds lay head head wall, n't refund stay stuck room.we did n't stay breakfast n't wait out.although location good strongly advise not stay,  "
906,"amsterdam house apartments booked amsterdam house apartments owned managed company owns hotel eureka, having read reviews hotel website confident fine, apartment filthy bad state repair smelt damp foist, pay supplement 10 year old son sleep sofa bed 35 euros night no linen provided, complaining day told cleaners provide linen, no linen return went hotel eureka given linen, complaining got england recieved offer supplement no apology, usually provide linen arent bothered filthy state place, unable use kitchen dirty, aware hotel gets good reviews apartments pits dont tempted stay,  "
907,"reasonable rooms not nice location wife stayed nights 2008. rooms ok money identified problems, firstly location not nice did not feel comfortable walking niehbourhood dark, secondly not happy security, basically times day anybody walk garage area hotel corridors, admitted cameras did not feel safe, experience comfort inn stayed later trip not staying comfort anymore, recommend staying santa monica visit los angeles/hollywood,  "
908,"poor service impressions n't great, arrival young lady desk borderline rude not quite inviting expect hotel staff, early flight arrived check asked store bags return later afternoon, returned retrieve bags missing coincidentally bag camera equipment realised left storage room hotel not liable stolen damaged, explaining happened young guy counter quite unfazed unapologetic, blank reaction recieved quite obvious n't prepared pretend accidently removed, doubt said manager.i thought okay fault leaving storage end matter.so went counter minus bag preceeded check, young guy handed key card promptly disappeard leaving wonder room, overall hotel resonably comfortable.the service unfortunately incredibly bad, staff members apart nice lad standoffish not helpful like, times called house keeping phone just ring, days items missing minibar course got charged, beds blanket just thrown over.my stay hotel happened enjoyable staff friendly polite,  "
909,"taken ride, really disappointed upset kempinski, day check beauty case expensive beauty products items chanel shirt hair product, stolen room, day honeymoon, imagine felt, immediately told management incident, promised search hotel let know missing items, phone calls initiated came information n't, needled hours day somebody management told send letter list missing items incl, costs forward insurance, not worry insurance going compensate, talking approx, 500 euros day left thailand.. home got letter insurance company saying not compensate fault guest leave items hotel room especially check, shocked, hotel management does not care valuable suff gets stolen, given wrong advice insurance pay n't worry, fed bothering calling 30 minutes.., based information given in.that called review title taken ride, think hotel management indirectly supports theft, compensate especially newly wed couple, think pure brashness worst seen, book room not recommend, intend book room hotel make sure n't forget items leaving room/hotel, gon na stolen,  "
910,"hated parador renter beware, villas not want believe, n't believe receptionists tell, just got puerto rico not wait tell place, reservations nights coud n't wait night, called villa stayed depresing, dark dirty rust metal surface, hole floor tripped everytime entered teeeny weeeny bathroom tiles sooo uneven, bedroom ceiling fan missing lightbulbs build inch dust, complained told, no attempt send somebody check villa, awesome view promissed blocked palm trees local vegetation, cable tv terrible channels worked blurry, leave, receptionist told n't authorized issue refund, overcharge 80 credit card check, week calling 3 times day told refund 80 lost night did not sleep villa, wo n't issue refund credit card, told refund check 30 days,  "
911,"worst hotel experience 20 years no kidding, arrived airport got bags called hotel free shuttle, told 10 minutes, 20 minutes shuttle bus drove told bus, 20 minutes phone shuttle bus drove said no room, insisted let, rode sitting luggage floor, got hotel man arguing desk clerk given dirty room, standing customers came problems ranging keys did n't work missing toiletries rooms, desk clerk told clerk helping left frustration job 2 weeks running hotel, checked room guess room not cleaned, clerk told no rooms available tried smoking room hotel refused, finally options desk issued sheets towels clean room previous guest, business traveler 20+ years absolutely worst run hotel experienced, holiday inn strip property rights use,  "
912,"typical aiport hotel stayed close airport early morning flight, suite spacious, turned air conditioner odor coming unit, went lobby use strange odor area, hallway near lobby, better room.the breakfast okay not great food chose, hotel not clean warrant staying,  "
913,"not holiday hotel agree 100 traveller stayed 26th july, arrived 2 days later shocked middle, tram line dodgy underpass n't liked area night, room stifling open windows 10cm did non stop traffic noise, staff pleasant did not motivated 5 10 minute wait served bar not uncommon no, business hotel advertised read review available time nothing prepared living industrial estate, bad night spent free internet trying flight home,  "
914,"average just returned 3 day 2 night stay business trip, place not 5 best average 4 place trendy feel catered business traveller.the location pretty good near restaurants bars far away tacky dam square red light area.staff hotel not great porter blantantly rude asks carry bags 1 bag, declined really not needed walked away muttered no problem loss not great start welcome hotel, not 5 hotel service rooms facilities, not expect place.breakfast bit like going mcdonalds sounds good idea time convenient ultimately tasteless leaves yuo hungry wishing yuo did not eat overpriced self service food, not eat there.the memorbale thing shower large shower area powerful shower overall bathroom cramped badly designed.no surprises no not not recommend stay,  "
915,"horrible hotel booked hotel minute descision whilst honeymoon travels italy year, experience dreadful did n't stay checked hotel, extremely difficult old cramped lift stairs staff unfriendly rude parking non-existent, worst hotel dirty room allocated smelt died inside, not recommend booking hotel nicer star hotels available fraction,  "
916,"ugh, avoid place costs awful place turned, overbooked accomodated building 800 yds away kind bedsit, hard place especially night hidden away stairs door hotel kind office block, blessing located seperate building inconvenient hotel rooms looked tiny, avoid florence mid-summer lovely towns tuscany florence fly-blown tourist trap,  "
917,"pay, trying save money fine stay pay, n't believe hotel qualify 3 star hotel longer, stayed 3 years ago did, past 3 years worn bit run, young man desk nice helped, husband daughter staying triple room 2 nights, man apprx mid late 20s tried rob husband husband walked narrow street near hotel minutes prior checking, close train station, fortunately husband fast headlock pinned car storeowners came outside, reservations months advance assigned room floor smelled badly, told advance asthma hotel staff did n't notice strong odor room, begging pleading told quad room door original room 2nd night said booked solid quad coming, quad room fine money, did n't smell spreads worn small tear shower curtain plastic moldy, morning begging pleading said pack things quad room touring different room came noon, did room upper floor, smelled worn spreads, bit mold shower curtain not bad quad room mold, asthma need head elevated night require 2 pillows, hotel said provide pillow person booked solid not extra pillow, husband sleep pillow, hotel basic utilitarian looking did n't appear worn faded 3 years ago, disappointed n't choose stay, strict budget smells did n't bother consider staying price, breakfast fine man makes nice free internet, shame hotel does n't charge 5 extra allot 10 night fund segregate money use rooms nice replacing spreads shower curtains regular basis doing maintenance prevent odors problems, despite attempting rob did n't really feel unsafe hotel narrow street,  "
918,"big problem hotel cancelled reservation hotel globus florence, nearly year refuse refund money, charged week deposit day, response money, not stay stay place follow good business practices,  "
919,"n't arrive late not room booked rating trip advisor, reservation room large bed, arrived told left room smaller beds, did room large bed smoking rooms small window overlooked lobby, 140 euro expected lot, time madrid hotel stay,  "
920,"ok wo n't going stayed tapatio summer family vacation, all-suite accommodation just okay cramped 2 teenagers 2 adults, sofa bed consisted piece called mattress uncomfortable slept rest time just sofa, no refrigerator room min-bar needless say spent 35 bar items, day toilet room got clogged maintenance quickly took care problem, room service prompt pretty decent, chose tapatio based reviews tripadvisor hotel website, let just say hotel not nice appears claims website, falls water village offers acres pools yes pools scattered property nothing special, main pool area 2 pools lots lounge chairs bar pathetic little water slide hype website misleading, website stated lap pool check-in no knew lap pool asked fact management came specifically said not lap pool later area main pool designated lap swimming sorts, ate pointe thyme save money eat, food ok service good overpriced, mistake eating la cantina horrible, hotel 20 years old showing signs wear tear desperate need renovation, fitness centre small equipment old, overall n't horrible stay price hotel options phoenix stay time,  "
921,"over-rated stayed hilton tapatio cliffs seriously disappointed, desk clerk preoccupied personal business check-in concierge particularly snobbish arrogant, paid 250 night king suite disappointed advertised wireless internet service available lobby additional charge ethernet service rooms charges, told not cater business customers, nicest aspects hotel bed linens exceptional cleaning grounds keeping staff, fine hotel phoenix golf no work stay away administrative staff,  "
922,"surround sound air conditioners-yikes, husband went bed room hotel jarred awake surround sound humming vibrations, called desk sent said air conditioners roof, told, 11:30 pm, 12:15 woman came room, husband lift bags vehicle, place large not stuff try parking spot car, settling new room discovered room no working air conditioner, did n't sleep needless say, request speak manager morning went unfulfilled, got home unexplained charges credit card, second request speak manager unfulfilled, sent letter corporate left unanswered, did mention remote toilet room did n't work, save pain grief, plenty resorts,  "
923,"outdated not pleasant started suppose early check confirmed reservations 11am did not room til 2pm romance package include champagne room check no champagne 8pm evening include breakfast charged room, staff overworked unfriendly, presidential suite nothing outdated rated suite, not recommend resort nor,  "
924,"dump glorified 6 motel complete popcorn ceiling views people rooms old dirty outdated decor cares suites bad, did n't great views restaurant atop hill no better roadside dumper, travelodge crowd obviously does love,  "
925,"noisy noisy noisy want eye-candy n't care good choice, stayed 2 nights august santa maria novella, impression hotel great soon noisy hotel, cons construction adjacent building waken loud pounding sound 7am- bad sound proof rooms neighbor open/shut door sounded like door openned/shut, street noise clearly heard windows shut.- rude desk receptionist shame hard hotel given close train station, sign says santa maria novella plaque size text book hung door kind hard spoti dozen reasonable hotels closeby not stay santa maria novella,  "
926,"ridiculous cancellation policy misfortune making reservation hotel want cancel better room stratford maxwell, close union square experiences way better.management hotel best sneaky, hotels one-day cancellation policy litany laws regarding cancellation end lose money.at hotels stay day change n't like, not, money reason ca n't stay way.asked reason best come n't charge lot way things, utter bull, hotels charge just little better management rooms.also hotel tenderloin, worst neighborhood san francisco, unless heroin junkie n't want staying hellhole hotel,  "
927,"beware budget means dirty no hot water unfriendly staff money saved not worth, hotel lobby dirty room dirty, staff unfriendly, no telephones ca n't reached hotel, worst hot water slightly warm, case day hours not temporary thing, no lamps rooms, end table, ripped stained chairs, cieling lights stained dirt, filthy, n't waste money, wish n't,  "
928,"horrible service, stayed adagio nights holidays california, location excellent close union square restaurants bars, rooms worth price, unfortunately experienced problems really spoiled staying adagio, placed room queen size bed instead room king size bed booked, wc room order did n't flush, took 24 hours desk servicemen conclude solution change room, rooms air condition noisy impossible, non working key cards minor compared wc air condition, problems happen meet unfriendly incompetent rude service really n't want, decide stay adagio prepared fight pay, avoid joel desk rude person met hotel,  "
929,"overbooked, showed 10 check in- told not check 3 pm, came 4 pm told overbooked, business hotel quite ways away needed, adagio room hotel supposedly n't pay it- disconcerting incurred additional parking charges drive destination instead walking,  "
930,"sure looks hip cares 100 degrees husband stayed hotel adagio opened year, terrible stay staff pourly trained not begin help make experice better, knew hotel just opening expected minute work completed, did not expect shown room room working fans yeah need fan no ac, wrong size bed no power hotel attendant finally showed room smallest floor, corridor ran right room, little room walk stand room no real closet bath room not remodeled, heat open window risk falling hear lots street traffic bug sf infest room hear sound comming elevator poor patrons, interior design bath accessories postives marks hotel, not expect large boutique style hotel developer,  "
931,"lti family wife 2 daughters struggled flies meals, admit not winners b food dull not big deal risky spent day suffering diarrheaneed say,  "
932,"disappointing reading lti seeing 4 star resort excited trip, known resort going, n't know start, guess start warning people people working reception desk not knowledgable things going resort, quite incompetent unable complete common tasks assistance manager.when arrived granted 3am people reception desk did not access safe keys nor did appropriate room accomadations fellow travelers, instance not beds towels rooms, not good incompetent reception clerks not curteous condescending tone, reception desk, lets food, horrible, want bring canned food home avoid constant diarrhea, not bring anit-diarrhea medication pay 30 dollars gift shop, pretty food lunch dinner night did n't know possible make bad eggs/omelets, oh watch plan eating honey poor fly stuck, mind leave dirty placemats table clothes tables lunch dinner times, hope like looking peoples dirty remains n't change request, thing bring boxing gloves fight flies food, chances usually beat meal, flies not things fighting, constant soliciting buy time share cayena beach resort property, strategically placed no choice walk, no way avoid, good thing resort beach, sand water beautiful pool nice,  "
933,"nice price exactly pay, rate hotel 1 star price location near subway ramblas area.they gave room 111 terrible, hotel kitchen located right room nice wake early morning start cleaning dishes, furthermore cleaning noisy acoustic hotel, not finde capets tiles.the breakfast disgusting noisy, food low quality.we booked hotel not luxury needed cheap clean place sleep turned sleeping not easy.next time willing pay little extra better hotel,  "
934,"hated auto hogar stayed auto hogar night august 2007 absolutely horrible experience, dirty rooms paper walls calling desk noise walk indoor parking garage room, worst hotel stayed overseas, location good stay here- plan spend time outside room, hotel damper quick stay barcelona, usually laid hotels absolutely hated auto hogar,  "
935,"low budget dump, place dump, stayed 2 nights june, start room tiny air conditioner broken shower broken telephone broken room old run, asked moved room said, night moved newer hotel no better, stay recommend hotel,  "
936,"willow stayed nights beginning month planned stay week decor 70, swimming pool size large bath food restaurant start way priced discusting, stay, no, reccommend hotel, no,  "
937,"great location little worn terrible desk staff small hotel great location royal french quarter, little worn not best mattresses having stayed older properties new orleans not bad, not sure worth 149.00 night weekend price, complaint desk clerk attitude, just plain rude asked questions exaggerated physical gestures, critisized hotel guests stupid questions left presence did loud guests hear, not person,  "
938,"sorry, not, just payed 3 night min stay 199 night bcs national championship game hotel, note french quarter 100 occupancy rate did knew pay dollar, price really not issue, hotel, dissappointed reading really good reviews hotel, relatively clean run definately not service oriented, examples.. toilet ran constantly, shut water valve, did inform hotel staff, no hairdryer room cheap bathroom toiletries produced no suds, 2 towels 2 washclothes, no handtowels, no trashcan bathroom, moved room bathroom room cleaning lady came, not single picture wall unless consider cobwebs decor.a non-working remote control small tv.the thread count sheets felt 200 flat pillows cheap pillows, blanket awful bedspread looked 15 years old, dingy pilled.floor actually sunk, husband moved intercontinental 97 night thought ritz compared andrew jackson.i note hotel ghost tours new orleans, coming morning people ask experienced paranormal, did not, informed ghost tour stated haunted hotels new orleans,  "
939,"beggars banquet altamont gosh, friends got prety shocked not nice thought fact not nice, lobby corridor rooms beds bathrooms old not clean, n't special classy trendy warm cool altamont,  "
940,"disgusting customer service owner/manager rude service provided disgusting, website bears no resemblance actual hotel, 2 dogs run free lobby fight continuously.we moved moved morgan boutique street away,  "
941,"money grabbing charge credit card checkin checkout, not allow 16 years area spa including small pool accompanied parents, charge extra 4 person time use spa pool, roof pool 1 metre deep unheated, garage difficult 4x4 spaces tiny charge extra, charge extra breakfast, not using place live spain come minimum age use spa pool facilties staff unhelpful usual spanish lack service,  "
942,"poorest customer service satisfaction chain used rate highly hotel definately not recommend, arrived valentines weekend booked suprise getaway fiance year rooms floor 5 10 floors apparently flooded, 10 minutes getting waiting check-in told no room h10 marina 3 4 h10 hotels barcelona consultation staff forced taxi called carted street lower class hotel night given no choices options called h10 hotel say n't happy hotel told short tough nothing not willing, stayed day valentines morning pack luggage h10 nights stay needed room subsitute hotel guests transport arrranged, day trip barcelona did not expect hotel unaccomodating rude customers, later checking h10 couple check-in queue initally told supposed flood no rooms available kicking fuss upgraded suite hotel weekend complained h10 marina hotel h10 chain waiting 2 months later kind reply, advise thinking staying hotel not plenty places stay barcelona afford missed, staff far helpful specifically reception staff customer satisfaction obviously not priority, disappointing past numerous occasions opted h10 chain hotel high standard accomodation customer service,  "
943,"bad experience disappointed hotel, room small not spotless clean smelled like metro station, hotel appeared biggest construction site country, worked 24h/day, 3 night loud n't sleep earplugs.the thing price, lousy value,  "
944,"bad experience reading reviews decided stay birthday relaxing fun time, bad choice, think room stayed 6. sewer gas bathroom bad entered bedroom area, complained owners blamed smell family stayed previous night small child, know smell sewer gas caused bad plumbing not previous night guests, owners did n't express desire help opening window allowed lot street noise room, unable sleep felt disappointed cheated, know wanted paid advance not accept credit card reserve room, not recommend place worst experiences traveling, better slept train station,  "
